Дата,Значение
18/12/18 - Мин,109580.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109530.0000000
18/12/18 - Мин,109520.0000000
18/12/18 - Мин,109520.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109500.0000000
18/12/18 - Мин,109560.0000000
18/12/18 - Мин,109630.0000000
18/12/18 - Мин,109680.0000000
18/12/18 - Мин,109630.0000000
18/12/18 - Мин,109650.0000000
18/12/18 - Мин,109780.0000000
18/12/18 - Мин,109820.0000000
18/12/18 - Мин,110000.0000000
18/12/18 - Мин,110010.0000000
18/12/18 - Мин,109940.0000000
18/12/18 - Мин,109810.0000000
18/12/18 - Мин,109800.0000000
18/12/18 - Мин,109800.0000000
18/12/18 - Мин,109810.0000000
18/12/18 - Мин,109770.0000000
18/12/18 - Мин,109750.0000000
18/12/18 - Мин,109740.0000000
18/12/18 - Мин,109720.0000000
18/12/18 - Мин,109710.0000000
18/12/18 - Мин,109740.0000000
18/12/18 - Мин,109740.0000000
18/12/18 - Мин,109780.0000000
18/12/18 - Мин,109730.0000000
18/12/18 - Мин,109720.0000000
18/12/18 - Мин,109710.0000000
18/12/18 - Мин,109670.0000000
18/12/18 - Мин,109650.0000000
18/12/18 - Мин,109610.0000000
18/12/18 - Мин,109600.0000000
18/12/18 - Мин,109610.0000000
18/12/18 - Мин,109630.0000000
18/12/18 - Мин,109650.0000000
18/12/18 - Мин,109660.0000000
18/12/18 - Мин,109790.0000000
18/12/18 - Мин,109780.0000000
18/12/18 - Мин,109780.0000000
18/12/18 - Мин,109720.0000000
18/12/18 - Мин,109750.0000000
18/12/18 - Мин,109710.0000000
18/12/18 - Мин,109710.0000000
18/12/18 - Мин,109740.0000000
18/12/18 - Мин,109790.0000000
18/12/18 - Мин,109820.0000000
18/12/18 - Мин,109780.0000000
18/12/18 - Мин,109750.0000000
18/12/18 - Мин,109740.0000000
18/12/18 - Мин,109660.0000000
18/12/18 - Мин,109590.0000000
18/12/18 - Мин,109580.0000000
18/12/18 - Мин,109560.0000000
18/12/18 - Мин,109560.0000000
18/12/18 - Мин,109580.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109520.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109420.0000000
18/12/18 - Мин,109400.0000000
18/12/18 - Мин,109380.0000000
18/12/18 - Мин,109400.0000000
18/12/18 - Мин,109410.0000000
18/12/18 - Мин,109410.0000000
18/12/18 - Мин,109370.0000000
18/12/18 - Мин,109390.0000000
18/12/18 - Мин,109430.0000000
18/12/18 - Мин,109410.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109490.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109490.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109450.0000000
18/12/18 - Мин,109560.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109530.0000000
18/12/18 - Мин,109540.0000000
18/12/18 - Мин,109520.0000000
18/12/18 - Мин,109540.0000000
18/12/18 - Мин,109530.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109580.0000000
18/12/18 - Мин,109570.0000000
18/12/18 - Мин,109580.0000000
18/12/18 - Мин,109560.0000000
18/12/18 - Мин,109520.0000000
18/12/18 - Мин,109540.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109490.0000000
18/12/18 - Мин,109500.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109500.0000000
18/12/18 - Мин,109520.0000000
18/12/18 - Мин,109570.0000000
18/12/18 - Мин,109500.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109490.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109430.0000000
18/12/18 - Мин,109390.0000000
18/12/18 - Мин,109410.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109430.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109490.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109530.0000000
18/12/18 - Мин,109530.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109450.0000000
18/12/18 - Мин,109380.0000000
18/12/18 - Мин,109400.0000000
18/12/18 - Мин,109400.0000000
18/12/18 - Мин,109390.0000000
18/12/18 - Мин,109380.0000000
18/12/18 - Мин,109340.0000000
18/12/18 - Мин,109320.0000000
18/12/18 - Мин,109300.0000000
18/12/18 - Мин,109300.0000000
18/12/18 - Мин,109310.0000000
18/12/18 - Мин,109350.0000000
18/12/18 - Мин,109360.0000000
18/12/18 - Мин,109390.0000000
18/12/18 - Мин,109360.0000000
18/12/18 - Мин,109370.0000000
18/12/18 - Мин,109340.0000000
18/12/18 - Мин,109270.0000000
18/12/18 - Мин,109250.0000000
18/12/18 - Мин,109240.0000000
18/12/18 - Мин,109220.0000000
18/12/18 - Мин,109270.0000000
18/12/18 - Мин,109250.0000000
18/12/18 - Мин,109270.0000000
18/12/18 - Мин,109270.0000000
18/12/18 - Мин,109300.0000000
18/12/18 - Мин,109260.0000000
18/12/18 - Мин,109250.0000000
18/12/18 - Мин,109250.0000000
18/12/18 - Мин,109350.0000000
18/12/18 - Мин,109340.0000000
18/12/18 - Мин,109360.0000000
18/12/18 - Мин,109390.0000000
18/12/18 - Мин,109390.0000000
18/12/18 - Мин,109360.0000000
18/12/18 - Мин,109370.0000000
18/12/18 - Мин,109350.0000000
18/12/18 - Мин,109360.0000000
18/12/18 - Мин,109380.0000000
18/12/18 - Мин,109370.0000000
18/12/18 - Мин,109340.0000000
18/12/18 - Мин,109340.0000000
18/12/18 - Мин,109360.0000000
18/12/18 - Мин,109420.0000000
18/12/18 - Мин,109450.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109560.0000000
18/12/18 - Мин,109560.0000000
18/12/18 - Мин,109610.0000000
18/12/18 - Мин,109730.0000000
18/12/18 - Мин,109760.0000000
18/12/18 - Мин,109740.0000000
18/12/18 - Мин,109850.0000000
18/12/18 - Мин,110000.0000000
18/12/18 - Мин,110020.0000000
18/12/18 - Мин,109960.0000000
18/12/18 - Мин,109990.0000000
18/12/18 - Мин,109970.0000000
18/12/18 - Мин,109890.0000000
18/12/18 - Мин,109870.0000000
18/12/18 - Мин,109870.0000000
18/12/18 - Мин,109880.0000000
18/12/18 - Мин,109870.0000000
18/12/18 - Мин,109890.0000000
18/12/18 - Мин,109840.0000000
18/12/18 - Мин,109830.0000000
18/12/18 - Мин,109860.0000000
18/12/18 - Мин,109840.0000000
18/12/18 - Мин,109810.0000000
18/12/18 - Мин,109840.0000000
18/12/18 - Мин,109870.0000000
18/12/18 - Мин,109850.0000000
18/12/18 - Мин,109870.0000000
18/12/18 - Мин,109920.0000000
18/12/18 - Мин,109960.0000000
18/12/18 - Мин,109970.0000000
18/12/18 - Мин,109940.0000000
18/12/18 - Мин,109890.0000000
18/12/18 - Мин,109840.0000000
18/12/18 - Мин,109890.0000000
18/12/18 - Мин,109880.0000000
18/12/18 - Мин,109880.0000000
18/12/18 - Мин,109870.0000000
18/12/18 - Мин,109840.0000000
18/12/18 - Мин,109900.0000000
18/12/18 - Мин,109930.0000000
18/12/18 - Мин,109990.0000000
18/12/18 - Мин,110010.0000000
18/12/18 - Мин,110150.0000000
18/12/18 - Мин,110150.0000000
18/12/18 - Мин,110090.0000000
18/12/18 - Мин,110080.0000000
18/12/18 - Мин,110060.0000000
18/12/18 - Мин,110070.0000000
18/12/18 - Мин,109990.0000000
18/12/18 - Мин,109940.0000000
18/12/18 - Мин,109890.0000000
18/12/18 - Мин,109840.0000000
18/12/18 - Мин,109800.0000000
18/12/18 - Мин,109780.0000000
18/12/18 - Мин,109780.0000000
18/12/18 - Мин,109760.0000000
18/12/18 - Мин,109740.0000000
18/12/18 - Мин,109750.0000000
18/12/18 - Мин,109690.0000000
18/12/18 - Мин,109650.0000000
18/12/18 - Мин,109610.0000000
18/12/18 - Мин,109640.0000000
18/12/18 - Мин,109660.0000000
18/12/18 - Мин,109740.0000000
18/12/18 - Мин,109750.0000000
18/12/18 - Мин,109760.0000000
18/12/18 - Мин,109850.0000000
18/12/18 - Мин,109850.0000000
18/12/18 - Мин,109750.0000000
18/12/18 - Мин,109730.0000000
18/12/18 - Мин,109830.0000000
18/12/18 - Мин,109840.0000000
18/12/18 - Мин,109840.0000000
18/12/18 - Мин,109830.0000000
18/12/18 - Мин,109860.0000000
18/12/18 - Мин,109850.0000000
18/12/18 - Мин,109860.0000000
18/12/18 - Мин,109830.0000000
18/12/18 - Мин,109900.0000000
18/12/18 - Мин,109910.0000000
18/12/18 - Мин,109900.0000000
18/12/18 - Мин,109780.0000000
18/12/18 - Мин,109750.0000000
18/12/18 - Мин,109850.0000000
18/12/18 - Мин,109810.0000000
18/12/18 - Мин,109810.0000000
18/12/18 - Мин,109870.0000000
18/12/18 - Мин,109890.0000000
18/12/18 - Мин,109970.0000000
18/12/18 - Мин,110030.0000000
18/12/18 - Мин,110090.0000000
18/12/18 - Мин,110120.0000000
18/12/18 - Мин,110090.0000000
18/12/18 - Мин,110100.0000000
18/12/18 - Мин,110040.0000000
18/12/18 - Мин,110040.0000000
18/12/18 - Мин,110040.0000000
18/12/18 - Мин,110100.0000000
18/12/18 - Мин,110100.0000000
18/12/18 - Мин,110030.0000000
18/12/18 - Мин,109940.0000000
18/12/18 - Мин,109910.0000000
18/12/18 - Мин,109870.0000000
18/12/18 - Мин,109910.0000000
18/12/18 - Мин,109940.0000000
18/12/18 - Мин,109900.0000000
18/12/18 - Мин,109920.0000000
18/12/18 - Мин,109890.0000000
18/12/18 - Мин,109920.0000000
18/12/18 - Мин,109930.0000000
18/12/18 - Мин,109910.0000000
18/12/18 - Мин,109930.0000000
18/12/18 - Мин,109910.0000000
18/12/18 - Мин,109890.0000000
18/12/18 - Мин,109910.0000000
18/12/18 - Мин,109890.0000000
18/12/18 - Мин,109900.0000000
18/12/18 - Мин,109910.0000000
18/12/18 - Мин,109920.0000000
18/12/18 - Мин,109930.0000000
18/12/18 - Мин,109950.0000000
18/12/18 - Мин,109960.0000000
18/12/18 - Мин,110020.0000000
18/12/18 - Мин,110170.0000000
18/12/18 - Мин,110250.0000000
18/12/18 - Мин,110230.0000000
18/12/18 - Мин,110180.0000000
18/12/18 - Мин,110170.0000000
18/12/18 - Мин,110150.0000000
18/12/18 - Мин,110180.0000000
18/12/18 - Мин,110140.0000000
18/12/18 - Мин,110310.0000000
18/12/18 - Мин,110350.0000000
18/12/18 - Мин,110310.0000000
18/12/18 - Мин,110300.0000000
18/12/18 - Мин,110290.0000000
18/12/18 - Мин,110330.0000000
18/12/18 - Мин,110360.0000000
18/12/18 - Мин,110290.0000000
18/12/18 - Мин,110200.0000000
18/12/18 - Мин,110160.0000000
18/12/18 - Мин,110200.0000000
18/12/18 - Мин,110140.0000000
18/12/18 - Мин,110210.0000000
18/12/18 - Мин,110330.0000000
18/12/18 - Мин,110310.0000000
18/12/18 - Мин,110240.0000000
18/12/18 - Мин,110220.0000000
18/12/18 - Мин,110200.0000000
18/12/18 - Мин,110140.0000000
18/12/18 - Мин,110160.0000000
18/12/18 - Мин,110190.0000000
18/12/18 - Мин,110250.0000000
18/12/18 - Мин,110300.0000000
18/12/18 - Мин,110220.0000000
18/12/18 - Мин,110140.0000000
18/12/18 - Мин,110160.0000000
18/12/18 - Мин,110180.0000000
18/12/18 - Мин,110130.0000000
18/12/18 - Мин,110200.0000000
18/12/18 - Мин,110200.0000000
18/12/18 - Мин,110240.0000000
18/12/18 - Мин,110240.0000000
18/12/18 - Мин,110220.0000000
18/12/18 - Мин,110260.0000000
18/12/18 - Мин,110310.0000000
18/12/18 - Мин,110380.0000000
18/12/18 - Мин,110360.0000000
18/12/18 - Мин,110420.0000000
18/12/18 - Мин,110440.0000000
18/12/18 - Мин,110510.0000000
18/12/18 - Мин,110540.0000000
18/12/18 - Мин,110540.0000000
18/12/18 - Мин,110510.0000000
18/12/18 - Мин,110470.0000000
18/12/18 - Мин,110440.0000000
18/12/18 - Мин,110370.0000000
18/12/18 - Мин,110390.0000000
18/12/18 - Мин,110380.0000000
18/12/18 - Мин,110260.0000000
18/12/18 - Мин,110220.0000000
18/12/18 - Мин,110250.0000000
18/12/18 - Мин,110060.0000000
18/12/18 - Мин,109820.0000000
18/12/18 - Мин,109800.0000000
18/12/18 - Мин,109860.0000000
18/12/18 - Мин,109830.0000000
18/12/18 - Мин,109830.0000000
18/12/18 - Мин,109830.0000000
18/12/18 - Мин,109820.0000000
18/12/18 - Мин,109890.0000000
18/12/18 - Мин,109860.0000000
18/12/18 - Мин,109840.0000000
18/12/18 - Мин,109850.0000000
18/12/18 - Мин,109860.0000000
18/12/18 - Мин,109850.0000000
18/12/18 - Мин,109840.0000000
18/12/18 - Мин,109850.0000000
18/12/18 - Мин,109750.0000000
18/12/18 - Мин,109720.0000000
18/12/18 - Мин,109710.0000000
18/12/18 - Мин,109720.0000000
18/12/18 - Мин,109710.0000000
18/12/18 - Мин,109660.0000000
18/12/18 - Мин,109630.0000000
18/12/18 - Мин,109580.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109530.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109490.0000000
18/12/18 - Мин,109450.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109500.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109540.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109540.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109520.0000000
18/12/18 - Мин,109490.0000000
18/12/18 - Мин,109520.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109540.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109540.0000000
18/12/18 - Мин,109520.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109450.0000000
18/12/18 - Мин,109400.0000000
18/12/18 - Мин,109390.0000000
18/12/18 - Мин,109350.0000000
18/12/18 - Мин,109320.0000000
18/12/18 - Мин,109310.0000000
18/12/18 - Мин,109350.0000000
18/12/18 - Мин,109380.0000000
18/12/18 - Мин,109350.0000000
18/12/18 - Мин,109380.0000000
18/12/18 - Мин,109450.0000000
18/12/18 - Мин,109500.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109520.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109570.0000000
18/12/18 - Мин,109530.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109490.0000000
18/12/18 - Мин,109520.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109490.0000000
18/12/18 - Мин,109530.0000000
18/12/18 - Мин,109530.0000000
18/12/18 - Мин,109570.0000000
18/12/18 - Мин,109580.0000000
18/12/18 - Мин,109580.0000000
18/12/18 - Мин,109560.0000000
18/12/18 - Мин,109530.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109500.0000000
18/12/18 - Мин,109490.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109410.0000000
18/12/18 - Мин,109400.0000000
18/12/18 - Мин,109430.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109520.0000000
18/12/18 - Мин,109500.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109500.0000000
18/12/18 - Мин,109560.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109500.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109530.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109560.0000000
18/12/18 - Мин,109560.0000000
18/12/18 - Мин,109640.0000000
18/12/18 - Мин,109630.0000000
18/12/18 - Мин,109780.0000000
18/12/18 - Мин,109740.0000000
18/12/18 - Мин,109670.0000000
18/12/18 - Мин,109660.0000000
18/12/18 - Мин,109660.0000000
18/12/18 - Мин,109650.0000000
18/12/18 - Мин,109640.0000000
18/12/18 - Мин,109600.0000000
18/12/18 - Мин,109550.0000000
18/12/18 - Мин,109560.0000000
18/12/18 - Мин,109530.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109450.0000000
18/12/18 - Мин,109410.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109490.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109510.0000000
18/12/18 - Мин,109500.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109430.0000000
18/12/18 - Мин,109420.0000000
18/12/18 - Мин,109430.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109470.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109450.0000000
18/12/18 - Мин,109450.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109420.0000000
18/12/18 - Мин,109420.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109480.0000000
18/12/18 - Мин,109450.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109430.0000000
18/12/18 - Мин,109440.0000000
18/12/18 - Мин,109420.0000000
18/12/18 - Мин,109420.0000000
18/12/18 - Мин,109450.0000000
18/12/18 - Мин,109420.0000000
18/12/18 - Мин,109420.0000000
18/12/18 - Мин,109400.0000000
18/12/18 - Мин,109430.0000000
18/12/18 - Мин,109380.0000000
18/12/18 - Мин,109390.0000000
18/12/18 - Мин,109380.0000000
18/12/18 - Мин,109390.0000000
18/12/18 - Мин,109390.0000000
18/12/18 - Мин,109390.0000000
18/12/18 - Мин,109400.0000000
18/12/18 - Мин,109400.0000000
18/12/18 - Мин,109370.0000000
18/12/18 - Мин,109330.0000000
18/12/18 - Мин,109290.0000000
18/12/18 - Мин,109330.0000000
18/12/18 - Мин,109320.0000000
18/12/18 - Мин,109310.0000000
18/12/18 - Мин,109270.0000000
18/12/18 - Мин,109290.0000000
18/12/18 - Мин,109270.0000000
18/12/18 - Мин,109270.0000000
18/12/18 - Мин,109270.0000000
18/12/18 - Мин,109270.0000000
18/12/18 - Мин,109280.0000000
18/12/18 - Мин,109310.0000000
18/12/18 - Мин,109310.0000000
18/12/18 - Мин,109280.0000000
18/12/18 - Мин,109310.0000000
18/12/18 - Мин,109320.0000000
18/12/18 - Мин,109390.0000000
18/12/18 - Мин,109420.0000000
18/12/18 - Мин,109460.0000000
18/12/18 - Мин,109420.0000000
18/12/18 - Мин,109400.0000000
18/12/18 - Мин,109370.0000000
18/12/18 - Мин,109360.0000000
18/12/18 - Мин,109310.0000000
18/12/18 - Мин,109270.0000000
18/12/18 - Мин,109280.0000000
18/12/18 - Мин,109230.0000000
18/12/18 - Мин,109180.0000000
18/12/18 - Мин,109220.0000000
18/12/18 - Мин,109250.0000000
18/12/18 - Мин,109210.0000000
18/12/18 - Мин,109220.0000000
18/12/18 - Мин,109190.0000000
18/12/18 - Мин,109200.0000000
18/12/18 - Мин,109190.0000000
18/12/18 - Мин,109180.0000000
18/12/18 - Мин,109130.0000000
18/12/18 - Мин,109200.0000000
18/12/18 - Мин,109210.0000000
18/12/18 - Мин,109180.0000000
18/12/18 - Мин,109170.0000000
18/12/18 - Мин,109140.0000000
18/12/18 - Мин,109120.0000000
18/12/18 - Мин,109110.0000000
18/12/18 - Мин,109120.0000000
18/12/18 - Мин,109140.0000000
18/12/18 - Мин,109100.0000000
18/12/18 - Мин,109070.0000000
18/12/18 - Мин,109050.0000000
18/12/18 - Мин,109060.0000000
18/12/18 - Мин,109010.0000000
18/12/18 - Мин,108910.0000000
18/12/18 - Мин,108930.0000000
18/12/18 - Мин,108920.0000000
18/12/18 - Мин,108920.0000000
18/12/18 - Мин,108910.0000000
18/12/18 - Мин,108930.0000000
18/12/18 - Мин,108960.0000000
18/12/18 - Мин,109000.0000000
18/12/18 - Мин,108980.0000000
18/12/18 - Мин,109010.0000000
18/12/18 - Мин,109000.0000000
18/12/18 - Мин,108970.0000000
18/12/18 - Мин,108970.0000000
18/12/18 - Мин,108900.0000000
18/12/18 - Мин,108910.0000000
18/12/18 - Мин,108870.0000000
18/12/18 - Мин,108870.0000000
18/12/18 - Мин,108800.0000000
18/12/18 - Мин,108870.0000000
18/12/18 - Мин,108880.0000000
18/12/18 - Мин,108870.0000000
18/12/18 - Мин,108880.0000000
18/12/18 - Мин,108850.0000000
18/12/18 - Мин,108860.0000000
18/12/18 - Мин,108860.0000000
18/12/18 - Мин,108820.0000000
18/12/18 - Мин,108850.0000000
18/12/18 - Мин,108860.0000000
18/12/18 - Мин,108890.0000000
18/12/18 - Мин,108900.0000000
18/12/18 - Мин,108880.0000000
18/12/18 - Мин,108900.0000000
18/12/18 - Мин,108930.0000000
18/12/18 - Мин,108950.0000000
18/12/18 - Мин,108960.0000000
18/12/18 - Мин,108930.0000000
18/12/18 - Мин,108940.0000000
18/12/18 - Мин,108940.0000000
18/12/18 - Мин,108940.0000000
18/12/18 - Мин,108930.0000000
18/12/18 - Мин,108910.0000000
18/12/18 - Мин,108890.0000000
18/12/18 - Мин,108850.0000000
18/12/18 - Мин,108880.0000000
18/12/18 - Мин,108840.0000000
18/12/18 - Мин,108840.0000000
18/12/18 - Мин,108890.0000000
18/12/18 - Мин,108870.0000000
18/12/18 - Мин,108890.0000000
18/12/18 - Мин,108870.0000000
18/12/18 - Мин,108900.0000000
18/12/18 - Мин,108980.0000000
18/12/18 - Мин,108980.0000000
18/12/18 - Мин,108970.0000000
18/12/18 - Мин,108970.0000000
18/12/18 - Мин,108950.0000000
18/12/18 - Мин,108940.0000000
18/12/18 - Мин,108960.0000000
18/12/18 - Мин,108960.0000000
18/12/18 - Мин,108970.0000000
18/12/18 - Мин,108970.0000000
18/12/18 - Мин,108970.0000000
18/12/18 - Мин,108960.0000000
18/12/18 - Мин,108960.0000000
18/12/18 - Мин,108990.0000000
18/12/18 - Мин,109070.0000000
18/12/18 - Макс,109570.0000000
18/12/18 - Макс,109820.0000000
18/12/18 - Макс,109820.0000000
18/12/18 - Макс,109720.0000000
18/12/18 - Макс,109800.0000000
18/12/18 - Макс,109830.0000000
18/12/18 - Макс,109840.0000000
18/12/18 - Макс,109730.0000000
18/12/18 - Макс,109750.0000000
18/12/18 - Макс,109810.0000000
18/12/18 - Макс,109820.0000000
18/12/18 - Макс,109780.0000000
18/12/18 - Макс,109890.0000000
18/12/18 - Макс,109820.0000000
18/12/18 - Макс,109690.0000000
18/12/18 - Макс,109660.0000000
18/12/18 - Макс,109650.0000000
18/12/18 - Макс,109620.0000000
18/12/18 - Макс,109680.0000000
18/12/18 - Макс,109660.0000000
18/12/18 - Макс,109670.0000000
18/12/18 - Макс,109630.0000000
18/12/18 - Макс,109690.0000000
18/12/18 - Макс,109700.0000000
18/12/18 - Макс,109700.0000000
18/12/18 - Макс,109580.0000000
18/12/18 - Макс,109550.0000000
18/12/18 - Макс,109610.0000000
18/12/18 - Макс,109530.0000000
18/12/18 - Макс,109460.0000000
18/12/18 - Макс,109480.0000000
18/12/18 - Макс,109460.0000000
18/12/18 - Макс,109440.0000000
18/12/18 - Макс,109480.0000000
18/12/18 - Макс,109500.0000000
18/12/18 - Макс,109510.0000000
18/12/18 - Макс,109520.0000000
18/12/18 - Макс,109560.0000000
18/12/18 - Макс,109590.0000000
18/12/18 - Макс,109590.0000000
18/12/18 - Макс,109660.0000000
18/12/18 - Макс,109660.0000000
18/12/18 - Макс,109660.0000000
18/12/18 - Макс,109690.0000000
18/12/18 - Макс,109650.0000000
18/12/18 - Макс,109650.0000000
18/12/18 - Макс,109650.0000000
18/12/18 - Макс,109740.0000000
18/12/18 - Макс,109760.0000000
18/12/18 - Макс,109780.0000000
18/12/18 - Макс,109780.0000000
18/12/18 - Макс,109740.0000000
18/12/18 - Макс,109670.0000000
18/12/18 - Макс,109650.0000000
18/12/18 - Макс,109680.0000000
18/12/18 - Макс,109670.0000000
18/12/18 - Макс,109720.0000000
18/12/18 - Макс,109780.0000000
18/12/18 - Макс,109790.0000000
18/12/18 - Макс,109820.0000000
18/12/18 - Макс,109810.0000000
18/12/18 - Макс,109800.0000000
18/12/18 - Макс,109810.0000000
18/12/18 - Макс,109800.0000000
18/12/18 - Макс,109690.0000000
18/12/18 - Макс,109670.0000000
18/12/18 - Макс,109730.0000000
18/12/18 - Макс,109760.0000000
18/12/18 - Макс,109820.0000000
18/12/18 - Макс,109950.0000000
18/12/18 - Макс,109910.0000000
18/12/18 - Макс,109820.0000000
18/12/18 - Макс,109810.0000000
18/12/18 - Макс,109840.0000000
18/12/18 - Макс,109820.0000000
18/12/18 - Макс,109870.0000000
18/12/18 - Макс,109850.0000000
18/12/18 - Макс,109860.0000000
18/12/18 - Макс,109860.0000000
18/12/18 - Макс,109820.0000000
18/12/18 - Макс,109830.0000000
18/12/18 - Макс,109820.0000000
18/12/18 - Макс,109890.0000000
18/12/18 - Макс,109880.0000000
18/12/18 - Макс,109850.0000000
18/12/18 - Макс,109920.0000000
18/12/18 - Макс,109800.0000000
18/12/18 - Макс,109720.0000000
18/12/18 - Макс,109730.0000000
18/12/18 - Макс,109770.0000000
18/12/18 - Макс,109780.0000000
18/12/18 - Макс,109940.0000000
18/12/18 - Макс,109940.0000000
18/12/18 - Макс,109960.0000000
18/12/18 - Макс,109980.0000000
18/12/18 - Макс,109930.0000000
18/12/18 - Макс,109930.0000000
18/12/18 - Макс,109930.0000000
18/12/18 - Макс,109980.0000000
18/12/18 - Макс,110020.0000000
18/12/18 - Макс,110040.0000000
18/12/18 - Макс,109980.0000000
18/12/18 - Макс,109930.0000000
18/12/18 - Макс,109850.0000000
18/12/18 - Макс,109810.0000000
18/12/18 - Макс,109860.0000000
18/12/18 - Макс,109740.0000000
18/12/18 - Макс,109710.0000000
18/12/18 - Макс,109760.0000000
18/12/18 - Макс,109770.0000000
18/12/18 - Макс,109830.0000000
18/12/18 - Макс,109890.0000000
18/12/18 - Макс,109860.0000000
18/12/18 - Макс,109890.0000000
18/12/18 - Макс,109900.0000000
18/12/18 - Макс,109870.0000000
18/12/18 - Макс,109870.0000000
18/12/18 - Макс,109810.0000000
18/12/18 - Макс,109680.0000000
18/12/18 - Макс,109650.0000000
18/12/18 - Макс,109480.0000000
18/12/18 - Макс,109440.0000000
18/12/18 - Макс,109200.0000000
18/12/18 - Макс,109230.0000000
18/12/18 - Макс,109130.0000000
18/12/18 - Макс,109030.0000000
